link,title,category,author
https://www.youtube.com/watch?v=vxzfsBDx590,Master - Vaathi Coming Lyric | Thalapathy Vijay | Anirudh Ravichander | Lokesh Kanagaraj,Music,Sony Music South
https://www.youtube.com/watch?v=UdxPKQ0_PdE,Jason Mraz - I Won't Give Up (Karaoke Version),Music,Sing King
https://www.youtube.com/watch?v=a9i39WQQx_Q,"Disproving WINNER Suspicions, Strict Lisa, Monsta X Apology, (G)I-DLE Soyeon World Record, and More",Music,KPOP Junkee
https://www.youtube.com/watch?v=2a34XyiZO14,The Life Of Ram Full Video Song | Jaanu Video Songs | Sharwanand | Samantha | Govind Vasantha,Music,Aditya Music
https://www.youtube.com/watch?v=zjMtaw2mrrc&list=RDzjMtaw2mrrc&start_radio=1,"Illegal Weapon 2.0 - Street Dancer 3D | Varun D, Shraddha K | Tanishk B,Jasmine Sandlas,Garry Sandhu",Music,T-Series
https://www.youtube.com/watch?v=sWK6eBYGZBM,"Becky G, Maluma - La Respuesta (Official Video)",Music,BeckyGVEVO
https://www.youtube.com/watch?v=uvMK6udTMR8,Jarico - U (Original Mix),Music,HouseMusicHD
https://www.youtube.com/watch?v=ZVNiwduDDh4,Pahla Pahla Pyar Mujhe Hone Laga H Yaar Cute Girl Love Story Pahali Daffa || DJ Rdx Music Production,Music,Rdx Music Production
https://www.youtube.com/watch?v=kg1BljLu9YY,"LSD - Thunderclouds (Official Video) ft. Sia, Diplo, Labrinth",Music,SiaVEVO
https://www.youtube.com/watch?v=SA7AIQw-7Ms,G-Eazy & Halsey - Him & I (Official Music Video),Music,GEazyMusicVEVO
https://www.youtube.com/watch?v=9TQKyDD9Yig,Mabel - Don't Call Me Up,Music,MabelVEVO
https://www.youtube.com/watch?v=cJc7xWJbwJw,Cardi B - Press [Official Music Video],Music,Cardi B
https://www.youtube.com/watch?v=n-D1EB74Ckg,Selena Gomez - Come & Get It,Music,SelenaGomezVEVO
https://www.youtube.com/watch?v=FY2I_WV7nM8,Make you feel my love - Adele - Piano Karaoke,Music,Piano Karaoke
https://www.youtube.com/watch?v=0KSOMA3QBU0,Katy Perry - Dark Horse (Official) ft. Juicy J,Music,KatyPerryVEVO
https://www.youtube.com/watch?v=eAbDNUj8pxo,Coldplay - O (Fly On) - Extended,Music,Freelance Ghosts
https://www.youtube.com/watch?v=leopt__ATR0,"Ariana Grande, Miley Cyrus, Lana Del Rey - Don’t Call Me Angel (Charlie’s Angels)",Music,ArianaGrandeVevo
https://www.youtube.com/watch?v=sDKnKzYyx5c,"KAROL G, Maluma - Créeme",Music,KarolGVEVO
https://www.youtube.com/watch?v=-RP19fnff_c,The Chipettes - Single Ladies (Official Music Video),Music,RHINO
https://www.youtube.com/watch?v=OZafwTE1q4Q,Rompasso - Angetenar (Original Mix) | #GANGSTERMUSIC,Music,GANGSTER MUSIC
https://www.youtube.com/watch?v=k4V3Mo61fJM,Coldplay - Fix You,Music,Coldplay
https://www.youtube.com/watch?v=0oOAClzjL5Y,Selena Gomez - Lose You To Love Me (Karaoke Version),Music,Sing King
https://www.youtube.com/watch?v=ivPEKaBHjYA,P!nk - Try (The Truth About Love - Live From Los Angeles),Music,PinkVEVO
https://www.youtube.com/watch?v=afg_N48EyU4&list=RDafg_N48EyU4&start_radio=1,"Vasthunnaa Vachestunna Lyrical | V Songs | Nani, Sudheer Babu | Amit Trivedi",Music,Aditya Music
https://www.youtube.com/watch?v=mWRsgZuwf_8,Imagine Dragons - Demons (Official Video),Music,ImagineDragonsVEVO
https://www.youtube.com/watch?v=9Pr6LwQkrQI,"MUMMY NU PASAND Full Video | Jai Mummy Di l Sunny S, Sonnalli S lJaani, Sunanda S, Tanishk B, Sukh-E",Music,T-Series
https://www.youtube.com/watch?v=1tXYxPMMJFE,"O SAKI SAKI Batla House: | Nora Fatehi, dance Tanishk B, Neha Kakkar street dance films",Music,Street dance Films
https://www.youtube.com/watch?v=DyDfgMOUjCI,Billie Eilish - bad guy,Music,BillieEilishVEVO
https://www.youtube.com/watch?v=zJjlrbHpJ0E,Capital T - SYTE E TU,Music,Capital T
https://www.youtube.com/watch?v=qFkNATtc3mc,"Ghungroo Song | War | Hrithik Roshan, Vaani Kapoor | Vishal & Shekhar |ft| Arijit Singh | Shilpa Rao",Music,YRF
https://www.youtube.com/watch?v=AWpsOqh8q0M,Beyoncé - If I Were A Boy,Music,BeyoncéVEVO
https://www.youtube.com/watch?v=yKNxeF4KMsY,Coldplay - Yellow,Music,Coldplay
https://www.youtube.com/watch?v=c2bEwZR7g1Y,Irish Way - The O'Reillys and the Paddyhats [Official Video],Music,PaddyhatTV
https://www.youtube.com/watch?v=QapfTGTXbxc,Shakira - Empire,Music,shakiraVEVO
https://www.youtube.com/watch?v=tfV9_lREKQk,P!nk - Hurts 2B Human (Lyric Video) ft. Khalid,Music,PinkVEVO
https://www.youtube.com/watch?v=qOFhqWNeMF4,minus subtitulados,Music,jobillin
https://www.youtube.com/watch?v=7HmiFxqdgq4,Coldplay - Everyday Life (Official Video),Music,Coldplay
